,datetime,country,shape,duration (seconds),comments,latitude,longitude
230,2010-10-10 01:00:00,us,light,7200,Xmas colored rotating lights.  ((NUFORC Note:  Twinkling stars??  PD)),42.7675000,-78.74416670000001
231,2010-10-10 02:30:00,us,circle,240,possible UFO sighting,40.2736111,-76.88472220000001
232,2010-10-10 03:00:00,us,circle,180,2 objects blinking red and white&#44 disappeared into the sky&#44 after hovering around sky for 3 minutes.( over lake erie,41.5930556,-81.5269444
233,2010-10-10 08:30:00,us,formation,600,Strange orange lights in the night sky,34.3769444,-82.6958333
234,2010-10-10 10:45:00,us,flash,0,we were in the car and i looked out the window and i seen a unually big ball of a deep yellow color (way bigger than a shooting star li,42.5250000,-71.7602778
235,2010-10-10 12:00:00,us,light,240,&quot;Star&quot; like objects during clear day light in formation.,41.0263889,-73.6288889
236,2010-10-10 13:00:00,us,light,180,Object(s) visible 3 times at same place in the sky at during day in Chas&#44 SC,32.8544444,-79.975
237,2010-10-10 15:00:00,nan,triangle,300,White or light grey colored and leaving red/orange contrails on a bright blue sky.,37.615223,-122.389979
238,2010-10-10 16:30:00,us,cigar,15,Metalic cigar shaped object sighted during lull in a storm in Springfield&#44 VA,38.7891667,-77.1875
239,2010-10-10 17:10:00,us,light,600,Saw a light in the sky fading in and out over Bridgeport&#44 CT.,41.1669444,-73.20527779999999
240,2010-10-10 18:30:00,us,triangle,120,triangular ufo sighting in oregon 10-10-10,45.4077778,-122.56916670000001
241,2010-10-10 20:00:00,us,oval,60,I was coming back from the grocery store around 8:30 pm when I noticed a large orange glowing object in the sky above my neighbors hous,31.4636111,-100.4366667
242,2010-10-10 20:20:00,us,fireball,5,Bus sized fireball object over 91 about 3-400 ft up going about 150 mph at a downward 20 degree angle.,41.8525000,-72.6441667
243,2010-10-10 20:45:00,us,cylinder,600,It had rows of white lights with red lights pulsating in between them,41.7886111,-89.6961111
244,2010-10-10 21:00:00,us,other,30,crown shaped object with two orange lights over everett wa,47.9791667,-122.20083329999999
245,2010-10-10 21:00:00,us,disk,7200,We saw  what seem to be a space craft in the eastern sky of northern AZ&#44 on 10-10-10.,35.8752778,-110.61972220000001
246,2010-10-10 21:30:00,us,circle,10,Circle of light SUNY Albany.,42.6525000,-73.7566667
247,2010-10-10 22:30:00,us,egg,7200,Blue Light in Garden Grove,33.7738889,-117.94055559999998
248,2010-10-10 23:00:00,us,changing,1200,Bright lights hovering and going in and out of orchestrated formations,25.7738889,-80.1938889
249,2010-10-10 23:30:00,us,disk,0,UFO over Anaheim CA&#44 near midnight&#44 circular with blue lights. Investigated by mysterous helicopter.,33.8352778,-117.9136111
250,2011-10-10 00:00:00,us,triangle,7200,Red&#44 green &amp; orange blinking triangle formation.  ((NUFORC Note:  Probable sighting of a twinkling star&#44 possibly Sirius.  PD)),42.7283333,-73.6922222
251,2011-10-10 01:00:00,us,circle,300,Single reddish circle  in the sky that wasn&#39t jet nor satelitte,36.7280556,-108.21805559999999
252,2011-10-10 02:00:00,us,other,300,Craft boomerang shape.2:00am duration hours.  ((NUFORC Note:  Probable sighting of a twinkling star&#44 possibly Sirius.  PD)),34.6100000,-112.315
253,2011-10-10 10:30:00,us,circle,60,Amber object in night sky during full moon&#44 or the day before full moon,42.0963889,-79.3758333
254,2011-10-10 14:00:00,gb,oval,300,Flying beer barrel shaped metallic object,51.316667,-0.266667
255,2011-10-10 14:30:00,us,oval,40,Bright oval object in sky,41.5500000,-71.4666667
256,2011-10-10 15:00:00,us,disk,5,Small shiny object seen in sky while driving on clear day&#44 looked back for a 3rd time and it was gone.,41.3500000,-72.07888890000001
257,2011-10-10 18:15:00,nan,flash,2700,Flashing light in the sky as airplanes flew by.,42.468164,-71.01411800000001
258,2011-10-10 19:00:00,us,light,300,Three orange lights flying in unison,37.6086111,-77.37361109999999
259,2011-10-10 19:30:00,nan,nan,2700,Multi color oblect over Smyrna/Murfreesboro 10/10/11,35.947474,-86.48836700000001
260,2011-10-10 20:00:00,ca,flash,4,Strange flash in the sky,43.25,-79.833333
261,2011-10-10 20:00:00,us,fireball,1200,Fireball Spinning Orange UFO,41.5622222,-72.6511111
262,2011-10-10 21:00:00,us,fireball,60,Orange light flies overhead and turns black as it passed silently.,41.4819444,-81.7983333
263,2011-10-10 21:00:00,us,circle,15,BRIGHT LIT ORB SPEEDS ACROSS S.CENTRAL PA. SKY&#44 MAKING NO SOUND&#44 THEN DISAPPEARS,39.9625000,-76.7280556
264,2011-10-10 21:55:00,us,circle,3,Object over North Platte Nebraska,41.1238889,-100.765
265,2011-10-10 23:00:00,us,triangle,90,Flying triangle by Waynesville&#44 Ohio,39.5297222,-84.0866667
266,2012-10-10 10:15:00,us,circle,630,A Bright light that is a UFO,41.1669444,-73.20527779999999
267,2012-10-10 15:00:00,nan,triangle,300,San Francisco International Airport         afternoon      about  5minutes       super clear conditions,37.615223,-122.389979
268,2012-10-10 18:56:00,us,sphere,240,Single white light or craft passed over and very close to a commercial jet.  ((NUFORC Note:  Possibly the ISS?  PD)),32.7152778,-117.1563889
269,2012-10-10 19:09:00,us,oval,120,A black unknown craft is seen in the sky over Sterling Hts. Michigan,42.5802778,-83.0302778
270,2012-10-10 19:40:00,us,light,900,Went to move my car to the other side of the road in the city of syracuse.  saw low flying lights moving east towards dowtown.,43.0480556,-76.1477778
271,2012-10-10 19:45:00,us,circle,240,Bright orange circles going thru the sky in the same direction. Some were closer to each other.,43.0480556,-76.1477778
272,2012-10-10 20:00:00,us,light,20,Bright zig zagging light in the sky above norad.,38.8338889,-104.8208333
273,2012-10-10 20:00:00,us,changing,240,Orange fiery lighting objects changing locations.,32.9975000,-87.63
274,2012-10-10 20:15:00,us,disk,1800,A cloaked disk hovered three hundred feet above two apartment buildings in the Bronx&#44 for aproximately thirty minutes.,40.7141667,-74.0063889
275,2012-10-10 20:17:00,nan,triangle,30,On Wednesday October 10 2012 at 8:17 pm in Mount Albert Ontario I saw a triangle shaped UFO. It had a single light on each point and it,44.136076,-79.308339
276,2012-10-10 20:30:00,us,fireball,120,4 fireballs in sky side by side,32.3122222,-106.7777778
277,2012-10-10 20:30:00,us,light,240,I was leaving my friend&#39s house to go home.  My friend and her 3 1/2 year old daughter walked me to her front door when she noticed all,37.7305556,-88.9330556
278,2012-10-10 20:30:00,us,other,6,POSSIBLE ALIEN/HUMANOID SEEN RUNNING INTO HILLS,37.3394444,-121.8938889
279,2012-10-10 20:45:00,us,sphere,300,18 glowing UFOs seen over Phoenix  AZ tonight&#44 10/12/12 8:45PM,33.4483333,-112.07333329999999
280,2012-10-10 20:48:00,us,light,240,Noticed light in the N.E. section of the sky about 30 deg. up that did not move. About the size of Venus.  ((NUFORC Note:  Capella?  PD,46.6022222,-120.5047222
281,2012-10-10 21:00:00,us,changing,1200,Spheres of light seen over the west campus area of austin which then broke apart and sped off in different directions.,30.2669444,-97.7427778
282,2012-10-10 21:00:00,us,cigar,180,Large cigar shaped flying about 800 feet high.  Huge square engines on back.,36.3436111,-83.2841667
283,2012-10-10 21:00:00,us,light,600,Fleet of red UFO&#39s emerging from Mt. Rainier.,46.8219444,-123.095
284,2012-10-10 23:01:00,us,cylinder,20,UFO over Suffern NY,41.1147222,-74.15
285,2012-10-10 23:20:00,us,rectangle,5,Flying red object over Rancho Mirage&#44 ca,33.7397222,-116.41194440000001
286,2013-10-10 00:00:00,nan,light,60,Bright light&#33&#33,40.858433,-74.16375500000001
287,2013-10-10 02:32:00,us,chevron,5,Tracking north to south at apx 2500 ft. A very fast&#44 semi-transparent Chevron shape craft&#44 slightly larger than a commercial plane.,28.0777778,-82.76388890000001
288,2013-10-10 04:00:00,us,triangle,0,Triangle shaped various different color lights moving really fast in various directions.  ((NUFORC Note:  Star??  PD)),41.4488889,-82.7080556
289,2013-10-10 05:00:00,nan,triangle,600,Three bright lights over field.,36.864209,-86.710273
290,2013-10-10 17:00:00,us,light,10800,Hovering bright object moving slowly around St. Louis.,38.6272222,-90.1977778
291,2013-10-10 17:10:00,ca,light,10,FATHER: My name is Eldon Trepanier&#44  and I assure you that the following statement is true.At approximately 5:10 pm&#44 I spotted a very b,45.416667,-75.7
292,2013-10-10 19:00:00,us,light,60,Fast moving white light.,40.9780556,-81.7822222
293,2013-10-10 19:15:00,ca,light,120,Slow moving bright orange light.,45.716667,-67.0
294,2013-10-10 19:20:00,us,light,120,Noiseless&#44 low flying&#44 white&#44 bright constant light.,44.4905556,-73.11138890000001
295,2013-10-10 19:20:00,us,circle,600,2 circle lights moving erratically over Kenner&#44 La.,29.9938889,-90.2416667
296,2013-10-10 20:00:00,us,circle,300,Yellow/orange&#44 sphere/circle that flew across night sky &#44slow speeds then simply vanished &#44 had no blinking lights&#44 was not an airplane,39.7463889,-84.2866667
297,2013-10-10 20:00:00,us,light,5,White&#44 orb above the clouds moving very fast&#44 no flashing lights&#44 zoomed across the sky and disappeared out of sight.,42.7647222,-71.44027779999999
298,2013-10-10 20:30:00,us,light,1200,3 bright lights holding a vertical position over central Michigan&#44 USA.,42.9275000,-83.63
299,2013-10-10 20:30:00,us,circle,60,I saw a sphere shaped object flying east to west moving faster than any conventional aircraft was white to orange in color as it reache,44.7791667,-93.3361111
300,2013-10-10 20:32:00,us,sphere,45,Three glowing reddish-orange spheres changing to white lights,42.4775000,-83.0277778
301,2013-10-10 20:35:00,us,triangle,180,Black triangle aircraft with white lights on each point&#44 completely silent&#44 seen flying low SW to NE.,42.3086111,-83.48222220000001
302,2013-10-10 21:00:00,ca,nan,0.0,Extremely fast multiple colored lights&#44 constantly moving and stopping back to its place of origin.  ((NUFORC Note:  Star?  PD)),42.033333,-82.75
303,2013-10-10 21:17:00,us,triangle,45,Small triangle with 3 lights floating low over a field then slowly flying away.,39.1611111,-80.3522222
304,2013-10-10 21:30:00,us,light,1,Very white bright light moving fast inside clouds.,42.7647222,-71.44027779999999
453,2010-10-11 00:30:00,us,other,1200,three lights that changed colors rapidly suspended over the ocean that increased and decreased in intensity often,33.8491667,-118.3875
454,2010-10-11 04:00:00,nan,rectangle,1,bow shockwave with rectangle craft it was hyperfast,46.553733,-120.38316200000001
455,2010-10-11 04:50:00,us,oval,120,Oval metallic object,42.6525000,-73.7566667
456,2010-10-11 06:20:00,us,sphere,2400,Electrical Sphere shape morning sky over Palm Beach Florida,26.7052778,-80.0366667
457,2010-10-11 12:30:00,us,changing,2700,slowmoveing  fire ball in sky,38.6786111,-121.2247222
458,2010-10-11 19:40:00,us,light,240,Craft with two white lights in Minneapolis Approach Pattern that moved down and not forward then disappered behind the tree line.,44.8277778,-92.9436111
459,2010-10-11 20:50:00,us,circle,60,I was north on a mountain facing south with my friend. We were star gazing and I looked up in the sky at about a 45 degree angle and sa,34.1361111,-117.86444440000001
460,2010-10-11 20:53:00,us,triangle,5,We believed this object to be an airplane on fire,33.0416667,-116.8672222
461,2010-10-11 21:35:00,us,other,15,Opposing lights of amber that sliently crossed low in the sky.,37.5958333,-122.01805559999998
462,2010-10-11 23:20:00,nan,fireball,15,Fireball lifted into the sky and dissipated into a cloud.,42.586888,-82.919551
463,2011-10-11 03:15:00,us,chevron,120,I noticed the craft as it had just passed over Rt 1. i brought my semi to a stop and shut down the engine. the craft was very large&#44as,37.8902778,-88.3030556
464,2011-10-11 08:40:00,us,other,180,UFO Report:  Date: October 11th&#44 2011 Location: Las Vegas&#44 NV (near Henderson&#44 NV) Time: 8:40 A.M. Near Las Vegas Nevada&#44 I was out,36.0397222,-114.9811111
465,2011-10-11 15:00:00,us,light,8,Bright&#44 white&#44 star-like UFO over Cedar City at 1500 on sunny day.,37.6775000,-113.0611111
466,2011-10-11 19:40:00,us,light,90,An unexplained&#44 unidentified flying object.,41.6005556,-93.60888890000001
467,2011-10-11 19:42:00,us,circle,1800,At least 25 orange and red fireballs fly over New Bedford&#44 MA&#44 USA,41.6361111,-70.93472220000001
468,2011-10-11 21:00:00,us,nan,300,Orange Light Formation Over Monroe&#44 CT 10/11/11--Hangs in Sky then Flys Away.,41.3325000,-73.20777779999999
469,2011-10-11 21:10:00,us,circle,30,6 orange balls of light over the Atlantic ocean.,33.9133333,-78.3041667
470,2011-10-11 23:23:00,us,unknown,480,Unknown lights.,37.7622222,-84.8433333
471,2012-10-11 01:00:00,us,unknown,4,Big extremely bright white light hovering in sky,42.2625000,-71.80277779999999
472,2012-10-11 02:45:00,us,sphere,3600,Orange sphere moving in unbeliveable ways&#44&#44&#44another green spehere near by with rays emerging form it.  Bizarre,40.6377778,-74.45138890000001
473,2012-10-11 04:00:00,us,light,2,Huge white streaking object moving high rate of speeds in night sky,42.6105556,-71.23472220000001
474,2012-10-11 04:05:00,nan,disk,0,UFO on 15 N freeway,38.80261,-116.419389
475,2012-10-11 07:00:00,nan,disk,120,Saw a object that was very odd in the sky over the ocean off fire island inlet&#33&#33,40.695655,-73.325675
476,2012-10-11 08:00:00,us,cigar,7200,4 objects metalic reflecting from rising sun in the east&#44 then witnessed what looked to be 7 more objects in a straight line. Then hear,41.6347222,-84.9994444
477,2012-10-11 14:06:00,us,unknown,0,Far off object moving east to west in north yakima county between the yakima training center and the yakima river rec area.,46.6022222,-120.5047222
478,2012-10-11 19:30:00,us,light,300,Moving star and strange man,39.2544444,-76.7002778
479,2012-10-11 19:30:00,us,fireball,720,Slow moving bright light,41.2788889,-75.87861109999999
480,2012-10-11 19:45:00,us,circle,300,Brightly lit object&#44 twice the size of a planet&#44  traversed the night sky&#44 dimmed&#44 and disappeared from view.((NUFORC Note:  ISS? PD)),43.0830556,-73.785
481,2012-10-11 20:00:00,us,diamond,60,UFO sighted over Nanticoke PA,41.2052778,-76.00527779999999
482,2012-10-11 20:30:00,us,fireball,120,4 fireballs side by side,32.3122222,-106.7777778
483,2012-10-11 20:42:00,us,triangle,10,Driving on kent kangley road I observed a triangle arrangement of lights hovering about 100 feet off the ground.  The lights were multi,47.3525000,-121.9825
484,2012-10-11 21:00:00,us,diamond,60,About 9:00 pm&#44 Oct. 11&#44 2012&#44 driving home I first heard strange high-pitched siren-like sound&#44 and rolled down my window to hear what,40.1550000,-74.8291667
485,2012-10-11 21:01:00,us,sphere,30,10/11/12  Phoenix&#44 AZ  Sphere  30 sec   Yellowish-orange flashing sphere seen by myself        10/12/12,33.4483333,-112.07333329999999
486,2012-10-11 22:15:00,us,circle,45,Red circular object surrounded by yellow glow flying w/no sound quickly coming out of east turning southbound,41.6572222,-87.68
487,2012-10-11 00:00:00,us,unknown,0,Fast moving red ball and then flashing light,33.1283333,-107.2522222
488,2013-10-11 01:00:00,us,chevron,4,10 or so dimly lit white lights in a large arrow shape formation moving at high rate of speed.,43.4194444,-83.9508333
489,2013-10-11 03:00:00,ca,cylinder,3600,Enlarged still frame pics of the video show strage shapes and strange colors.,43.25,-79.833333
490,2013-10-11 06:13:00,us,circle,120,Two slow moving star-like objects suddenly accelerated to light speed heading towards Jupiter,41.7297222,-93.6055556
491,2013-10-11 09:05:00,us,light,15,Five orange flying objects in the nights sky and no sound.,26.8230556,-80.13888890000001
492,2013-10-11 16:01:00,ca,circle,300,Glowing blue sphere in Ontario&#44 Canada.,43.866667,-79.033333
493,2013-10-11 16:35:00,us,fireball,600,Massive caravan of a hundred red/orange fireballs moving from west to east at a steady rate in formation for at least ten minutes.,42.2916667,-85.58722220000001
494,2013-10-11 19:00:00,us,unknown,240,Silent blue and white lights of craft object change color&#44 approach myself and boyfriend&#44 before changing into buzzing&#44 everyday plane,38.9716667,-95.235
495,2013-10-11 19:00:00,us,light,0,7 streaks of light in the sky.  ((NUFORC Note:  Photo shows six contrails in the evening sky.  PD)),40.9780556,-81.7822222
496,2013-10-11 19:20:00,nan,fireball,600,Some sort of fireball came down from the sky very rapidly soon to turn into 3 flying disc that where lit up (clearly not stars) they se,39.103118,-84.51201999999999
497,2013-10-11 19:33:00,us,light,0,Saw up to 5 orbs in the sky at about 1900 hours. Went on for a while. 3 in the formation of a triangle and one quite a distance from th,32.7394444,-114.6338889
498,2013-10-11 19:50:00,us,light,60,4 or 5 Orange Lights in Vermont Sky,44.4905556,-73.11138890000001
499,2013-10-11 20:00:00,ca,changing,0,Approx. 6 hours,54.203611,-110.30666699999999
500,2013-10-11 20:00:00,us,circle,300,Glowing Orange Fireball/Lights Seen at Turpin HS Football Game.,39.1619444,-84.4569444
501,2013-10-11 20:00:00,us,fireball,240,Cincinnati fire ball in the sky?,39.1619444,-84.4569444
502,2013-10-11 20:00:00,us,light,7200,Circle of Different color flashing light over gulf in naples,26.1416667,-81.795
503,2013-10-11 20:00:00,us,unknown,0,4 orange bright lights close together that  can speed up and slow down quickly&#44 our aircraft cannot.,43.4194444,-83.9508333
504,2013-10-11 20:15:00,nan,light,300,15-25 red/orange lights moving at a low altitude in the same pattern with no sound at all.,32.543889,-83.596111
505,2013-10-11 20:15:00,us,fireball,60,3 fireball type objects close to downtown Cincinnati.,39.1619444,-84.4569444
506,2013-10-11 20:15:00,us,fireball,300,amber fireball descending&#44splits into 3 objects&#44stops&#44they hover above ground with erratic movements,38.9458333,-84.6805556
507,2013-10-11 20:20:00,us,fireball,60,4 orange orbs zig zgging across the sky.  Quick movements forward and aft and side to side.,42.4736111,-72.0066667
508,2013-10-11 20:45:00,us,light,300,Saw a bunch of low-altitude lights drifting overhead.,33.5966667,-83.86027779999999
509,2013-10-11 21:00:00,us,sphere,180,Blue white streak in sky&#44 2 orange orbs splitting. seems like it landed.,39.7463889,-84.2866667
510,2013-10-11 21:00:00,us,chevron,90,Brilliant slow moving light in fayetteville ny.,43.0297222,-76.0047222
511,2013-10-11 22:00:00,us,light,900,Groups of glowing orange objects moving randomly from east to west over Jupiter Inlet area at approximately 10:00 pm Oct 11&#44 2013.,26.9338889,-80.0944444
512,2013-10-11 22:00:00,us,sphere,300,At or around 22:00 hours my Mother called me outside to look at something My Father and I walked out the front door and observed a larg,28.0833333,-80.6083333
513,2013-10-11 22:08:00,us,sphere,60,Large Orange Sphere over Polk county Wisconsin.,45.3561111,-92.6333333
514,2013-10-11 22:10:00,us,formation,60,5-8 orange lights over suburban Chicago,41.8800000,-88.0077778
515,2013-10-11 22:18:00,ca,light,300,5 orange lights seen in sky over windsor.,45.583333,-72.0
516,2013-10-11 22:53:00,nan,changing,0,Strange lights&#44 Michigan night sky 10:53 PM.,42.670782,-83.032993
517,2013-10-11 23:00:00,us,fireball,10,Fireball over the Strip.,40.8758333,-81.4025
518,2013-10-11 23:15:00,us,fireball,2,Large orange fireball observed over Hell&#44 Michigan&#44 traveling from due south to due north directly overhead.,42.4566667,-83.9463889
989,2010-10-01 00:00:00,us,other,180,Bright white light&#44 shimmering green then red,26.4611111,-80.0730556
990,2010-10-01 06:25:00,us,light,8,White light (star) traveling very fast in sky.,28.4319444,-82.66444440000001
991,2010-10-01 07:00:00,us,unknown,0,different shaped craft seen nightly from my front porch>more than 1  ((NUFORC Note:  Twinkling stars&#44 we suspect.  PD)),39.7286111,-121.8363889
992,2010-10-01 08:03:00,nan,triangle,120,10/1/10    James Island Connector Vshaped aircraft hovering over the JI Connector at 8: 12 pm,32.753472,-79.952845
993,2010-10-01 08:30:00,us,other,180,Glowing orange barrel-shaped objects in sky over town of Middleton&#44 WI,43.0972222,-89.5041667
994,2010-10-01 09:30:00,us,circle,1800,blue&#44 red&#44 green&#44 and bright white light hovering over field near Thornburg Va food lion.,38.2008333,-77.5894444
995,2010-10-01 10:05:00,us,unknown,0,Voices that sound human but not human and being that are not human and humans that are NOT Human,47.6063889,-122.33083329999998
996,2010-10-01 10:20:00,nan,sphere,300,5 glowing orange orbs/no sound/ rising in sky and heading south west then dissapearing within 5 min,43.10729,-75.129221
997,2010-10-01 12:16:00,us,disk,1,Disk Shaped Object photographed near Waxahachie Texas,32.3863889,-96.8480556
998,2010-10-01 16:30:00,us,other,15,Soundless hovering airplane,32.7833333,-96.8
999,2010-10-01 18:30:00,us,cigar,300,2 cigar shaped white objects viewed in Shenandoah Valley&#44 VA,38.9886111,-78.35888890000001
1000,2010-10-01 19:45:00,us,light,300,FAST RED LIGHT WITH SLOWER BUT LARGER WHITE LIGHTS FALLING,35.0525000,-78.87861109999999
1001,2010-10-01 20:45:00,us,triangle,600,Triangle craft with bright light changes colors and moves like helicopter.,41.2380556,-81.8419444
1002,2010-10-01 21:00:00,us,oval,300,Blue and red jelly bean shaped craft&#44 hovering over Arlington Airport&#44 Washington State.,48.1988889,-122.1238889
1003,2010-10-01 21:00:00,nan,oval,0,I79 sighting of hovering white object,40.519024,-79.86950999999999
1004,2010-10-01 21:00:00,ca,changing,60,hazy yellow-orange light(s) that changed shape and moved fluidly,52.133333,-106.66666699999999
1005,2010-10-01 23:00:00,us,unknown,30,Star igniting accelerating and leaving a light beam behind.,33.8752778,-117.56555559999998
1006,2010-10-01 23:00:00,us,light,300,Fast flying glowing light.,34.8241667,-85.2427778
1007,2011-10-01 00:00:00,nan,circle,3600,A bright object sighted above our house that moves back and forth slowly and hovers.  ((NUFORC Note:  Possible star?  PD)),34.974532,-92.016534
1008,2011-10-01 00:00:00,nan,unknown,600,Huge bright fireball descends over Staten Island.,40.579532,-74.150201
1009,2011-10-01 00:00:00,us,light,0,My sister cousin and mydelf saw UFO&#39s in the sky driving home &#33&#33&#33&#33&#33 SO scary &#33,45.6388889,-122.66027779999999
1010,2011-10-01 00:53:00,ca,other,5,0:53 or 12:53 am EST&#44 Saturday October 1st 2011&#44 Thunder Bay&#44 ON&#44 T like figure&#44 4 seconds&#44 dim orange lights&#44 silent  500 Lights On Ob,48.4,-89.233333
1011,2011-10-01 05:30:00,nan,unknown,7200,Bright multicolored object with flashing red&#44 blue&#44 green and white lights&#44 stationary in sky.  ((NUFORC Note:  Twinkling star?  PD)),29.807988,-84.859352
1012,2011-10-01 06:00:00,us,triangle,10,south texas 1 oct. v shaped silent object traveling south east dim white lights,26.1322222,-97.63083329999999
1013,2011-10-01 09:30:00,us,unknown,1500,Orange lights with blinking white lights swarming around.,31.7091667,-98.99083329999999
1014,2011-10-01 13:00:00,us,circle,300,Jet and object flying side by side,32.3413889,-90.32166670000001
1015,2011-10-01 15:00:00,us,unknown,0,UFO Gowen Field october 1st 2011,43.6136111,-116.2025
1016,2011-10-01 16:00:00,us,oval,60,Bright round light in sky moving slowly,36.3511111,-119.41916670000002
1017,2011-10-01 17:00:00,nan,cigar,180,Huge grey cylinder rotating going down to my house from high altitude with no noise,48.945484,2.037356
1018,2011-10-01 20:00:00,us,unknown,0,Fleets holding position,30.3319444,-81.6558333
1019,2011-10-01 20:00:00,us,unknown,5,Huge green flashing light low to the ground in missouri,38.4858333,-91.85027779999999
1020,2011-10-01 20:00:00,us,triangle,300,Triangle... very dim lights&#44 no noise&#44 around all outer edges&#44 moving slowly&#44 very low... went out of sight over UNCW campus,34.2255556,-77.945
1021,2011-10-01 20:15:00,us,sphere,900,2 Glowing spheres over Cincinnati,39.1619444,-84.4569444
1022,2011-10-01 20:30:00,us,light,90,Orange and Red light,42.1102778,-88.0341667
1023,2011-10-01 21:00:00,us,light,300,Extremely bright twin lights in night sky - moved off in unison.,41.7830556,-123.05916670000002
1024,2011-10-01 21:20:00,us,fireball,10,I was driving south on the 5 Freeway this evening.  I was passing Canon Road in Carlsbad&#44 San Diego County&#44 California.  I saw 3 bright,33.1580556,-117.3497222
1025,2011-10-01 21:43:00,us,fireball,45,Unusual fireball-like orb moving in the sky&#44 and suddenly disappears,39.0997222,-94.5783333
1026,2011-10-01 21:43:00,us,fireball,60,Orange fireball crosses the sky in Kansas City.,39.0997222,-94.5783333
1027,2011-10-01 21:50:00,us,light,180,Orange ball of light hovers and then ascends and suddenly disappears,46.8569444,-122.85166670000001
1028,2011-10-01 22:00:00,us,rectangle,10,On a clear night while laying on a table witnessed a silent rectangle fully visible craft cross the sky aprrox.500&quot; over trees,31.2436111,-90.4530556
1029,2011-10-01 22:50:00,nan,chevron,0,Large white light with blue triangular glow sighted in Bluffton&#44 SC sky,32.237147,-80.860387
1030,2011-10-01 23:00:00,us,light,0,I witnessed a ball of light come out of the forest behind crooked lake.  The object was bright white and would flash on and off.  The o,43.7730556,-88.4469444
1031,2011-10-01 23:00:00,nan,light,14400,Red&#44 blue&#44 white lights seen hovering in the sky in the vicinity of the Anderson/Greenville area. ((NUFORC Note:  Possible star??  PD)),34.818831,-82.412391
1032,2011-10-01 23:11:00,us,light,3600,I see this almost every night when i go outside at the same time. it is this light that changes from hreen to blue to red.  ((Starr??)),33.6675000,-84.01777779999999
1033,2011-10-01 23:30:00,nan,fireball,60,On Saturday night&#44 October 1&#44 2011 we observed a level fly by of what looked like an aircraft on fire. It seemed low in the sky&#44 under,26.527578,-82.194817
1034,2011-10-01 23:41:00,nan,unknown,20,Ball of red/yellow light followed by a trail of fire falls to earth in or around Bluffton&#44 SC,32.237147,-80.860387
1035,2011-10-01 23:57:00,us,formation,35,I am familiar with several types of planes&#44  I worked at a NY airport for a number of years and I am a fan of military planes&#44 this sig,25.4683333,-80.4777778
1036,2012-10-01 01:00:00,us,unknown,300,Driving around when me and my friend saw a bright BRIGHT white light from about 2/12 miles away. Started driving towards it it as it ju,29.5819444,-95.7605556
1037,2012-10-01 01:50:00,us,light,9,Falling bright light,38.8338889,-104.8208333
1038,2012-10-01 02:00:00,us,light,9,Flickering color changing lights in SE Phoenix sky.  ((NUFORC Note:  Probably a sighting of a &quot;twinkling&quot; star.  PD)),33.6305556,-112.3325
1039,2012-10-01 06:30:00,us,formation,10,Dim lights,27.3361111,-82.5308333
1040,2012-10-01 08:30:00,nan,circle,420,Metallic Stationary Object,33.916403,-118.352575
1041,2012-10-01 09:00:00,nan,other,600,5 to 8 orange light  formation in the sky.,37.280971,-79.896982
1042,2012-10-01 11:20:00,ca,fireball,2700,Groups of 2 Orange/yellow balls shot through the sky in a set path and disappeared over and over,42.983333,-79.25
1043,2012-10-01 17:30:00,us,light,1800,Light&#44 Shape and near two bases,34.1477778,-119.19416670000001
1044,2012-10-01 18:02:00,us,oval,0,3 objects in the sky looking toward Wilmington NC from Leland NC.,34.2561111,-78.045
1045,2012-10-01 19:30:00,us,fireball,180,Orange fireball quickly ascending in sky in West suburbs of Chicago,41.8008333,-87.9369444
1046,2012-10-01 20:00:00,us,light,180,Star looking lights with flashing red&#44 green&#44 and purple lights that just hover around &#33 NOT GOING ANYWHERE&#33  ((Star?)),44.0522222,-123.08555559999999
1047,2012-10-01 20:00:00,us,fireball,900,Fireballs in Fontana&#44 CA.,34.0922222,-117.43416670000002
1048,2012-10-01 20:00:00,us,other,900,Odd lights in formation appering and disappering.,42.7261111,-87.78277779999999
1049,2012-10-01 20:00:00,us,unknown,300,Flying object coming out of field. Hovering for 5 mins. Then leaving.,42.7622222,-84.9925
1050,2012-10-01 20:10:00,us,light,60,Bright red torch-like object seen ascending rapidly&#44 making a right angle turn&#44 and disappearing from view in Capitola&#44 CA,36.9752778,-121.95222220000001
1051,2012-10-01 22:30:00,us,triangle,2700,2 weird objects fly over our house and make no noise and about 2 miles away just appear to stop for about 45 min.,45.7375000,-94.95222220000001
1052,2012-10-01 23:00:00,us,fireball,180,Very bright it hoverd and then sped off silently and was pulsating in rythem did not varie.,40.8830556,-85.4975
1053,2012-10-01 00:00:00,us,triangle,300,V shaped and 8 big and very brite lights&#44moving very slow,42.4805556,-83.47555559999999
1054,2013-10-01 03:00:00,us,triangle,5400,Red&#44 blue&#44 white and green high in sky; didn&#39t move.,38.8338889,-104.8208333
1055,2013-10-01 06:35:00,us,flash,4,Flashing ball that goes out and continues as a black dot at slower speed then a meteor.,39.5358333,-76.34861109999999
1056,2013-10-01 07:40:00,us,circle,30,There was a metal looking star hovering several miles s/w of Bakersfield&#44 Ca. my friend&#44 girlfriend&#44 and i were driving to the park an,35.3733333,-119.01777779999999
