,datetime,city,state,shape,comment
26,12/29/17 23:00,Broken Arrow,OK,Fireball,2 fireball type objects… One appeared cruised through the sky and then a second one appeared at cruised through the sky slightly hoveri
27,12/29/17 22:00,Stroudsburg,PA,Fireball,Slow Yellow lights turning into fireballs moving at extreme speed across the sky
28,12/29/17 22:00,Morgantown,WV,<br/>,"Bright white light with a greenish color, appeared in evening sky around Snake Hill Rd area & took off as quick as it appeared."
29,12/29/17 19:30,Murfreesboro,TN,Other,Unidentifiable hovering object seen by many and photographed
30,12/29/17 17:32,Litchville,ND,Fireball,Bright Burning Fire Ball Very Large Black Dark Contrail leaving our space.
31,12/29/17 13:00,Ganado,AZ,Cylinder,"Caught accidently in photo of highway.  Seemed plunging to earth.  Contrail.  Cylinder with four precise round appendages attached above rear parallel with body.  Hazy, fuzzy."
32,12/29/17 10:00,Waimea,HI,Changing,"Shooting star turns into ""T"" UFO, Polihale State Park, HI."
33,12/29/17 07:15,Frostburg,MD,Flash,I was driving on I-68 on top of a mountain a blue flash shot across the sky and was out of sight in a split second.
34,12/29/17 01:00,Harrisburg,PA,Cylinder,Driving down highway with girlfriend near three mile island (tmi) nuclear power plant within 5 miles.  Cylinder shape metal object right over head and in front of us on highway. Sparkled in sun reflection.  Tilted at about a 45 degree angle both poles of the object one pointed at sky other at the ground and was moving directly away from us opposite of the way it appeared to be pointed.  Was moving oddly fast when we first noticed it moving away from us overhead like following the highway and then it increased speed rapidly and shot off and disappeared in a second.  I followed it with my eyes or at least tried to it literally shot off and got tiny really fast showing distance and disappeared ahead in a smooth but sudden and lightning fast acceleration and was gone.  Clear blue open sky sunny out at the time we saw it.  Girlfriend and I both saw it.
35,12/28/17 23:30,Brownsville,PA,Disk,Glowing disk crafts in night sky
36,12/28/17 23:00,Eagle,CO,Fireball,"I live in Eagle, CO. 12 miles East of Eagle-Vail airport. Eagle, CO. is 6600 ft above sea level. My living room faces N.E. and is on the 10th fairway of the Eagle Ranch golf-course.  I was sitting at a couch having a cup of tea about 10:40 pm.  All the lights in the room were out as it was a fairly clear night, yet with only a few stars in view. The couch where I was sitting faces N.E. (I have three fairly large windows) where the night sky is easily viewed. In that the airport is 12 miles West--there are times when airplanes can be seen preparing for landing. I do not know the 'exact' above ground landing preparation distance (ground to air height) as a plane would fly over the golf course coming in for a landing, but I can guesstimate it to be only a few hundred feet or so. In other words when planes come in from the East or the N.E. preparing for landing they can be easily noticed. I mention this because what I am about to describe 'came in' from the N.W. at approximately the same height / distance that an airplane readying for landing would be above the ground. As I was looking out the windows I had a clear view of a wide-sky and the top of the mountain peaks. The orange fire-ball appeared to arrive as if it were entering the atmosphere. It was quick-abrupt; in the sense that what is depicted in a Star Wars film (just viewed the latest: The Last Jedi)-where crafts would go to hyper speed and then abruptly hyper-drive and then appear at their tended location. The orange-fire-ball came into my view from the N.W. exactly like that. When it appeared before my eyes however, it didn't stop abruptly and stay, but stopped for a nano-second and then very slowly continued to travel a very short distance. During this time the fire/flame surrounding the object evaporated and the orange ball proceeded on a S.E. direction then made a very slight turn more eastward--the orange object then lost its complete 'orange color' as it glided towar! d the S.E. where a very small red light was noticed at the tai! l end an d just enough of a very faint outline of an indistinguishable total form would be difficult to describe. Yet, I could see a non-round/ball object in that it was definitely no longer a 'ball'. That's the only way I can describe it. However, it did appear to have more of a 'widened-non-ball' type of shape as it awesomely 'glided' toward the southeast and vanished--taking no longer than about 60 seconds or so as the small red light that seemed, when first noticed, to be at the tail of the object couldn't be seen anymore. It was awesome as it glided into the distance with a steady faster than an airplane's speed would be noticed when coming in from the E. or N.E. to land at the Eagle airport. The reason I saw some distinguishable area of the form was that as I was viewing it from behind there was a very thin yellow-white light that appeared to be a outline of the underbelly of a type of 'wing'? that gave me a reference point to watch it smoothly glide away! This is all I can rea! lly describe. The 'glide' was a kind of smooooooth straight and then light bounce type of motion that then just kept its path. It was very real. The reason I waited until this day (Jan. 7 2018) to post the siting is that I have the 'flu' for just over a week. Therefore, having enough time to recollect what I viewed."
37,12/28/17 22:48,Tinton Falls,NJ,Unknown,Rapidly falling bright white-blue light with tailing lights.  Appeared to be heading directly for the ground approximately 10 miles out.
38,12/28/17 22:15,Pilot,VA,Rectangle,"Very large Very Close Retangular Shape with 2 Orange light & small red flashings lights, while driving 2-3 milles down road"
39,12/28/17 19:00,Como,MS,Other,Sardis lake UFO's
40,12/28/17 18:45,Concord,NH,Light,Blinking white light moving very erratically.
41,12/28/17 18:00,Sandy,UT,Diamond,five objects triangular shaped flashing red yellow and blue lights
42,12/28/17 16:00,San Diego,CA,Circle,planet size object moving. east to west at 16:00
43,12/28/17 16:00,Nineveh,IN,Unknown,"I was sitting at table looking out sliding door at lake when I saw what I thought was maybe a plain on fire there was a lot of smoke  In a circle cone looking just at tree level I got up to see more and something came out of the smoke in down ward motion the smoke retracted and disappeared and object was down in low part of page dam and could not see it for a while I went out on deck and this object went straight up into these two big clouds in the sky was very fast moving no sound at all and we have military jets flying around here often and they are loud.  Anyway, I watched this object go into cloud then it moved to next cloud then back to the cloud it moved out of and few min later it came out sitting between the two clouds it was a dark image hard to make out that high and it seamed to be smaller than it was when it came out of the smoke I watched for a while then went on in to house could not believe what I had just seen it was like nothing I have seen fa! st and quite moving in sky."
44,12/28/17 15:50,Shelton,CT,Circle,Very bright round ball very high in the daytime sky and very bright.
45,12/28/17 15:48,Colorado Springs,CO,Changing,Unusual object that seemed to change color Andrew sose
46,12/28/17 06:25,Iselin,NJ,Circle,looking towards the south about 90 degrees up saw a tiny dot move north to south for 10 sec then stop and made a very sharp left almost making like a wide V shape continued for 5 sec then.   Right before that I saw a small dot go from west to east across the sky    
47,12/28/17 06:15,Saratoga Springs,NY,Other,"A bright, double lit, neon green semi-triangular object traveling fast, like a shooting star."
48,12/28/17 05:30,Chesterfiled,MI,Light,Pulsing Light that made extreme turns and changes in speed.
49,12/28/17 04:37,Albuquerque,NM,Circle,Two circular objects giving off extremely bright yellow and green light before dissapating
50,12/28/17 03:00,Cheyenne,WY,Changing,Bright moving light that flashed came to a stop and gree into a line of lights and had smaller red orbs coming off of it
51,12/27/17 23:48,Stonington,CT,Unknown,"Was driving southwest on Pequot Trail approaching intersection of Farmholm Road and was distracted by a very bright greenish yellow light off to my right/front (N) of the vehicle.  Object was fast moving, heading in a downward trajectory as if to hit the ground.  Object appeared to have a round shape behind the light, which was in silhouette."
52,12/27/17 21:30,Corte Madera-Mt. Tamalpais,CA,Teardrop,Two huge plasma looking  objects seen  near Mt. Tamalpais.
53,12/27/17 21:30,Fleming Island,FL,Triangle,"16 amber-colored, triangular shapes. No Sound. No blinking nav lights."
54,12/27/17 21:00,Buffalo,NY,Cigar,"Witnessed whitish ""tic tac"" shaped craft hovering above tree tops for approximately 5 minutes.  Made no noise at all. "
55,12/27/17 19:10,Medford,NJ,Light,Unusual red/orange steady ball of light witnessed by three separate neighbors.
56,12/27/17 17:39,North Miami Beach,FL,Unknown,"Extremely loud engine.  But we could not see what it was.  It was flying over us , made windows shake.  Not a jet, helicopter, nor commercial plane.  As it flew over us we still heard the engine roaring loudly away."
57,12/27/17 07:45,Alpharetta,GA,Other,"Boomerang shaped object, completely white, hovering in the sky"
58,12/27/17 07:15,Green Bay,WI,<br/>,Mysterious cloud over green bay wisconsin
59,12/26/17 23:10,Worcester,MA,<br/>,To Whom It May Concern: 
60,12/26/17 20:30,Huntsville,AL,Light,"Green Light/Orb in Northwestern Sky in Huntsville, Alabama."
61,12/26/17 20:00,San Jose,CA,Light,"I was looking towards South San Jose mountain line where many flight paths travel into S.J.C. airport.  I saw a red ball travel vertical,  stop and rich back towards the ground and change color to blue. Then at a high rate of speed travel up and down in a wave pattern. No human made craft can perform the maneuver I witnessed."
62,12/26/17 18:30,Seymour,CT,Circle,Fast-moving blue/ white light zoomed off.
63,12/26/17 18:08,Dover,NH,Fireball,Green/Silver Fireball - Near Hannafords
64,12/26/17 17:55,Hartford,CT,Teardrop,"Driving on I-84 East, just entering Hartford, CT, witnessed through the windshield, a bright, white, almond- shaped object with a black line located vertically through the center falling in the distance too large and moving too slowly to be a shooting star."
65,12/26/17 11:30,West Brattleboro,VT,Cylinder,we saw a bright cigar shaped object fly overhead.  it was moving faster than an airplane does
66,12/26/17 10:55,San Jose,CA,Unknown,White triangular plume against a blue sky ascending.
67,12/26/17 03:00,Mahomet,IL,Flash,bright white flashes high in sky
68,12/25/17 23:45,Yakima,WA,Sphere,"I saw 4-6ft dia. white orb 15ft above ground slowly approch, then split into 3 identical orbs aprox.50 yards from where i was sitting."
69,12/25/17 22:15,Canton,GA,Circle,"3 white circular lights horizontally flying east to west, last one changed colors before dissapearing."
70,12/25/17 19:00,Edmonds,WA,Formation,Reddish/Orange objects over Puget Sound turned into triangle then vanished
71,12/25/17 19:00,Garland,TX,Oval,"Was letting my dogs outside and after a few minutes of standing outside with them, both of them and I looked up and saw it as it flew across the sky and out if sight behind some trees."
72,12/25/17 18:15,Chandler,AZ,<br/>,"2 Solid round Orbs, one white / one red.  Stopping/ starting, in the sky above me.  Both orbs very clear, solid."
73,12/25/17 17:30,Liverpool,NY,Diamond,"I was in the kitchen, and looked out the window. I seen what I thought was an airplane at first, because I seen a blinking light.  I noticed the object suddenly and quickly flew sideways (zig - zag). I had never seen any craft fly in such a strange pattern.  I noticed the shape of the object was a fluorescent diamond, and the blinking light (that looked to be on top) was a yellow - orange color.  I quickly ran out the front door to get a better view. I noticed there was NO sound! The object seem to be ""floating"" instead of flying.  It was as if it were weightless. It floated vertically up and down, and shifted horizontally a few times. It then stopped, and it's as if it ""twinkled out"" or took off at an alarming speed.  It's hard to say exactly what it did, because the object was so different than anything I had seen before."
74,12/25/17 15:30,Taos,NM,Fireball,"I just flipped through a few photos I took on Christmas Day at Luna Mystica, an Airstream hotel near Taos, NM.  I noticed strange objects in the sky in one of the photos."
75,12/25/17 01:00,Anchorage,AK,Circle,"Anchorage Alaska Gray Aliens are conducting barbaric inhumane human experiments on innocent children,that needs to be destroyed!"
76,12/25/17 01:00,Barnesville,MD,Unknown,Loud buzzing sound hovering over my house and a conversation between beings in a strange language.
77,12/24/17 20:30,Three Rivers,MA,Light,"Glowing group going west of ufo,s"
78,12/24/17 20:15,Pittsburgh,PA,Light,"Husband and I both saw 4 lights in the nortern skies over Pittsburgh, Pennsylvania.  They looked like 4  orangish stars following in a row, making no noise."
79,12/24/17 19:00,Ellenton,FL,Other,"3 gold spheres in a triangle formation near ellenton, fl"
80,12/24/17 18:16,Douglas,GA,Circle,The sun was setting and I took a picture and I went back and looked at it and in the picture are 6 unexplained objects in it the way they are line up in the sky is so crazy it’s not stars or Andy reflections nor a plane!  This photo will get you to thinking because you can’t explain what is..  I also took another pic of the same thing and you can see that the circle objects have moved  I have no idea what it could’ve been.
81,12/24/17 18:15,Palm Desert,CA,Teardrop,Appeared bigger and faster than any military jet; approximately three times bigger than Vandenburg launch.
82,12/24/17 17:30,Rancho Cordova,CA,Sphere,"Solid non flashing red lights under the clouds moving slowly in different directions yet staying together, could not tell if they turned off the  lights or just quickly zoomed away.  "
83,12/24/17 16:17,San Bernardino,CA,Fireball,"Fire traveling very fast coming from the sky..  Came very low and disappeared, this was very big."
84,12/24/17 16:00,Temecula,CA,Light,There was a fireball like light that flashed and disappeared.
85,12/24/17 05:00,East Moline,IL,Light,Two star like object one flew over the top of me hovered over the top of me.  Didn't make any noise real bright like a star thought it might be a plane but I didn't see any red or green lights couldn't make out any wings it hovered over the top of me it was so bright I couldn't make out any shape it had a dark bottom and real bright on top I looked down for about 20 seconds it was already in deep space and then I seen the other one fly across the sky to the exact same spot a disappeared
86,12/23/17 21:55,Discovery Bay,CA,Light,Two strange objects with white light and a red light behind it
87,12/23/17 21:30,Encinitas,CA,Chevron,Three light formation seen over San Diego night after SpaceX rocket
88,12/23/17 21:25,West Suffield,CT,Triangle,"Driving home on Ratley road in West Suffield, my husband and I saw on the left side of the road in a field 3 large triangle objects with orange lights.  They  were hovering about 100 feet from the ground, DEAD SILENT-and as we kept driving down the road they increased in height and headed North West.  I had an instant gratification of fear, for I have never encountered such a suspicious craft.  It looked like a SIFI movie."
89,12/23/17 21:00,Barre,VT,Flash,"Multiple large muted firework type flashes in northeastern night sky during an ice storm event viewed from Beckley Hill Road area, but no sounds typical to fireworks. Multiple flashes of blue, red, yellow, orange.  Lasting for over one minute, appeared to proceed east - south east at much lower detectable levels as it passed over Barre city.  No craft was visible, but the light show was impressive."
90,12/23/17 20:48,Nassau (Bahamas),<br/>,Fireball,3 comet-like objects appeared and then dissappeard
91,12/23/17 19:40,Ann Arbor,MI,Circle,4 white circular objects flying fast in a repetitive pattern
92,12/23/17 19:30,Flint,MI,Triangle,low flying triangle genesee county mi
93,12/23/17 19:30,Naples,FL,Fireball,Approximately 7:30 p.m. I went on to my back porch and noticed a bright fireball in the sky getting closer to us.  It was in the western sky.  I called to my fiancee to come look and he witnessed it as well.  It then changed direction and seemed to fizzle out and then completely disappear. It lasted under a minute.  The fire ball got larger and seemed as if it was coming towards us.
94,12/23/17 18:20,Darien,WI,Other,"Very unusual sighting... red blinking.  I stopped on the side of the road and had to take some pics and video footage, I've never seen anything like it."
95,12/23/17 11:42,Crossett,AR,Other,I would like to know if anyone else has seen anything similar to this?
96,12/23/17 06:30,Show Low,AZ,Cone,Big bright dot with a huge multi-colored tail which fanned out in the back.  In the background there was a huge cloud-like plume where it entered the atmosphere.
97,12/23/17 00:00,Canberra (Australia),<br/>,Fireball,"Must have been around 12-1am.  We were taking a cab home but decided to stop at Mcdonalds.  We parked on the side of the street while waiting for the food.  I looked out the window and saw a big white balloon and then past that I saw 3 of the circular spacecrafts with orange lights spinning below it.  They were swaying back and forth, up and down in synchronised movements but also formed a straight line.  My partner, myself and the cab driver saw it all.  One of the orbs disappeared out of nowhere like turning a light switch off.  No sound.  We drove off halfway through."
98,12/22/17 23:00,Memphis,TN,Unknown,Bright colors of various intensities lighting up low level clouds and mists for nearly an hour.
99,12/22/17 22:30,Curitiba (Brazil),<br/>,Sphere,"Sorry, my English is not good."
100,12/22/17 22:00,Okeechobee,FL,Circle,"4 silent objects at night each with 4 large red non-blinking lights moving east to west near Lake Okeechobee, Fl"
101,12/22/17 19:00,Green Valley,AZ,Light,"Huge brilliant blueish white light over the desert, west of Green Valley AZ.,  Around seven pm..it lit up a huge dome or bubble, that lo9ked to be about 50 miles in diameter.  It moved slowly from north to south untill I lost sight of it l, because of tree's obstructing my view.  The blue white light was still visible for several minute's after i lost sight of the object."
102,12/22/17 18:55,Mesa,AZ,Cigar,Fast moving glowing object with glowing gas plume remaining for several minutes flew over Phoenix after sundown heading north to south.
103,12/22/17 18:52,Mesa,AZ,Light,"I was in the middle of wrapping Christmas gifts, when my fiance called.  He is a mailman that's why he was out late.  He let me know to go outside that there is a light in the sky that emitted whitish beam with a tint.  "
104,12/22/17 18:45,Tucson,AZ,Cigar,As I stepped outside around 6:45 PM I witnessed a cigar shaped object that had no noise and illuminated the sky so bright my brother thought it was a North Korean missile.  It’s seem to stand still and then vanished.
105,12/22/17 18:45,Phoenix,AZ,Cone,1 craft was slowly crashing while another shined a giant spotlight on it.  Our son has a friend in San Diego that sent us identical pictures of what we were witnessing.  The craft that was crashing appeared conical in shape!  The object left a trail that stayed lit for 10 minutes.   There was an aura around the craft.
106,12/22/17 18:45,Tonopah,AZ,Fireball,Approximately 1845 hours in the Western sky something appeared to be traveling from the West to the east making a 90-degree turn heading south towards Casa Grande.  At first it looked a jet engine from behind only like the size of a rocket engine might look like.  What our attention  is  the back  that it was heading  the wrong direction if it was a jet  or some type of  large engine giving off a burn.  
107,12/22/17 18:40,Dragoon,AZ,Other,"low flying object on a straight southern trajectory with a heavy glowing trail coming out of a large, low, brightly glowing 'cloud'"
108,12/22/17 18:40,Mesa,AZ,Light,Bright light with trailing aura moving across the sky
109,12/22/17 18:40,Marana,AZ,Fireball,"Bright white light with large tail, like photos of a comet, moving NE to SW."
110,12/22/17 18:30,Snowflake,AZ,Other,I just seen a squiggly cloud and a bright light that lit up the sky and the light started moving backwards and the sky started lighting up more and more.
111,12/22/17 18:30,Lake Havasu City,AZ,Cone,((NUFORC Note:  No information provided by source.  Possible report of missile launch.  PD))
112,12/22/17 18:28,Village of Oak Creek,AZ,Light,"Two large lights shine in the sky over the mountains of Sedona, AZ."
113,12/22/17 18:00,Imperial Beach,CA,Triangle,glowing plasma or chemtrail dispursed while object floating backwards with triangular light disapearse over Otay.
114,12/22/17 18:00,Moriarty area,NM,Other,massive spotlight type light coming from on or behind the Sandia mountains
115,12/22/17 18:00,Temecula,CA,Fireball,Large blue light over all of the city slowly moving
116,12/22/17 18:00,Palm Bay,FL,Sphere,Unusual bright red sphere.
117,12/22/17 17:50,Rancho mirage,CA,Cone,I have 10 minutes of video
118,12/22/17 17:50,Los Angeles,CA,Cylinder,two objects over los angeles
119,12/22/17 17:45,Woodland hillls,CA,Cone,There was a really big light in the sky and then there were two bright objects that had light facing the really big bright object and they started moving away from it.  I have it on video. It was at night so you can the brightness very clearly.
120,12/22/17 17:45,Santa Monica,CA,Changing,We saw a first fireball that broke in 2 pieces and kept moving south while the second light started moving in spirals.
121,12/22/17 17:45,North Hollywood,CA,Oval,"Alien clouds and aircrafts in North Hollywood, Los Angeles"
122,12/22/17 17:45,Buena Park,CA,Light,"Strange light at the end of a strange cloud formation, resembling a swift jetstream."
123,12/22/17 17:41,Claremont,CA,Other,"Bright blue light, as if it was breaking through the air at tremendous speed north 2nd part trailing with white light/sparks went west."
124,12/22/17 17:41,Claremont,CA,Other,"Bright blue light, as if it was breaking through the air at tremendous speed north 2nd part trailing with white light/sparks went west."
125,12/22/17 17:40,Pomona,CA,Light,Two lights pass over Pomona one crashed in horizon
126,12/22/17 17:40,Hemet,CA,Other,"Large light is attached by another one, leaving large trails of clouds behind."
127,12/22/17 17:40,Highland,CA,Oval,"It was fast,left glowing contrail that is still lingering and glowing like neon."
128,12/22/17 17:38,Fallbrook,CA,Unknown,We saw something that looked like a flare starting from the ground to the air and then it started moving southeast. A bright light with a significantly large trail of vapor/smoke that covered a large part of the sky. It split in two with two very bright lights with their own vapor trails. The second one was emitting circular waves before it slowly descended towards the ground. While the main light continued to the southeast  before disappearing into the distance. While in full display the sky was lit up like the shape of a large whale with a very long and exceptionally bright trail of vapor/smoke.
129,12/22/17 17:38,Huntington Beach,CA,Light,My bf and I where driving and seen a huge massive chem trail bright light broken into two separate craft.
130,12/22/17 17:38,Wilmington,CA,Light,"UFOs over UFO wilmington, CA 90744 Giant cloud z cloud stair case cloud december 22, 2017 12/22/2017"
131,12/22/17 17:37,Vista,CA,Light,Two objects swirling and giving off some kind of trail with a light beam following slowly behind it.
132,12/22/17 17:36,Aptos,CA,Circle,Lights in the sky
133,12/22/17 17:35,San Pedro (port of Los Angeles),CA,Light,"Three lights quickly moved in on space x rocket following/tracking rocket through its stages.  lights moved independently from each other in straight lines and at times floating irradically like butterflies.  to myself and co worker these lights were more interesting than the rocket.  still cant stop talking about it,  anyone else notice these lights?"
134,12/22/17 17:35,Agoura Hills,CA,Sphere,Two white orbs traveling SW over Santa Monica Mountains leaving large cloud plume which diffesed after 6 minutes. Photos available
135,12/22/17 17:35,Escondido,CA,Light,Two objects with glowing trail in night sky.
136,12/22/17 17:35,Temecula,CA,Circle,Two white objects moving East and South leaving behind a white trail.
137,12/22/17 17:35,Huntington Beach,CA,Circle,"Weird white balls (2) with weird illuminating smoke trail, balls where white glowing which came from North and split 1 going south 1 south eastish. "
138,12/22/17 17:35,Hesperia,CA,Light,2 brightly glowing lights leavining a wide glowing trail.
139,12/22/17 17:34,Westminster,CA,Triangle,Three white lights in the shape of a triangle during the spacex launch.
140,12/22/17 17:33,Rancho Bernado,CA,Fireball,Two lights or fireballs observed in sky associated with contrail.
141,12/22/17 17:33,San Bernardino,CA,Changing,Fireball shooting through sky bursting and dividing into two crafts an orb trailing the other.
142,12/22/17 17:33,Rancho Bernado,CA,Fireball,Two lights or fireballs observed in sky associated with contrail.
143,12/22/17 17:32,San Diego,CA,Light,Saw two moving lights emitting flash of light like oval torch.
144,12/22/17 17:32,Murrieta,CA,Oval,We saw some type of tractor beam pulling another craft into another one.  There was a large strange looking cloud or something in they both came from.  My phone did not work until it passed.
145,12/22/17 17:32,Palm Desert,CA,Oval,Two bright circles coming out of a bright cloud.
146,12/22/17 17:31,El Cajon,CA,Flash,"My mother, brother, and neighbor just saw a flashing object that moved like an octopus ejecting clouds with light as well..the light or clouds did not move.  The object kept gliding across the sky then 2 objects seperated.  One looked like a fireball crashing and the other kept gliding across the sky.  Clouds remain with the glow of light.  Then disappear into the sky.  I have footage."
147,12/22/17 17:31,Palm Springs,CA,Sphere,At least 3 bright lights in sky over Palm Springs moving north to south
148,12/22/17 17:30,San Diego,CA,Light,"White dot ""Craft"" appears to fly from left to right after missile passes."
149,12/22/17 17:30,Irvine,CA,Fireball,Orange fireball in front then no color.
150,12/22/17 17:30,Palm Springs,CA,Light,The craft emitted light / chem trail. The chem trail seemed to be the source of the light. There was another craft trailing first pulsating light.
151,12/22/17 17:30,Irvine,CA,Light,Two Large Lights with bright cloud formations in darkness.
152,12/22/17 17:30,Ramona,CA,Light,Ball of energy flying quickly east in the night sky of Ramona.
153,12/22/17 17:30,Torrance,CA,Light,Super bright white objects hovering together slowly emitting energy field or bright gas.
154,12/22/17 17:30,Hemet and San Jacinto,CA,Sphere,"12/22/2017, approximately 5:30 p.m :  Hemet, CA,  Two bright orbs traveled slowly from west to east, across the Hemet, CA dusk sky, one following the other. The orbs gradually disintegrated as they traveled slowly across the sky, leaving an enormous weird shimmery aura-like cloud around each orb.  As the orbs themselves slowly disintegrated, the clouds around each orb grew larger, the front one larger than the one behind.  The whole event took about ten minutes or so, the orbs ultimately leaving a huge jet stream type cloud in their wake.  Many people in my neighborhood saw this, and many took pictures.  I expect there is a down to earth explanation for this  phenomena, but what in the world are disintegrating guided missiles doing over the skies of Hemet, CA ?"
155,12/22/17 17:30,Ramona,CA,Light,Update on last post same day same time.  It was a ballistic missile launched by the air force.
156,12/22/17 17:30,Rancho Cucamonga,CA,Light,seen 2 white lights moving toward the south while leaving behind a white cone shaped spray pattern. it appeared one was following the other one.  then the one that was behind following the first one dissappeared.
157,12/22/17 17:30,Seaside,CA,Sphere,"Object came from the east and left a contrail, then split into two spheres which left in different directions at high speed."
158,12/22/17 17:28,Santa Clarita,CA,Fireball,"I was coming out of Walmart, driving a Lyft passenger, and we saw this bright orange light get bigger and bigger, then grew a tail.  It looked like a hole was in the middle of it, like it was a spiral.  The whole thing was bright orange.  It left a screwy dark and skinny cloud trail after it burned out."
159,12/22/17 17:24,San Bernardino,CA,Circle,"Walked outside the sky was light up white glowing smoke orange blue very pretty, but very weird movement nothing like I've ever seen, so I started to shout in tell everyone to look standing at Terry's liquor."
